,fecha,delito,conteo
600,2024-04-01,Tráfico de menores,0.0
601,2024-04-01,Trata de personas,36.0
602,2025-04-01,Corrupción de menores,260.0
603,2025-04-01,Extorsión,23.0
604,2025-04-01,Feminicidio,4.0
605,2025-04-01,Homicidio culposo,126.0
606,2025-04-01,Homicidio doloso,63.0
607,2025-04-01,Lesiones culposas,628.0
608,2025-04-01,Lesiones dolosas,1262.0
609,2025-04-01,Otros delitos contra la sociedad,30.0
610,2025-04-01,Otros delitos que atentan contra la libertad personal,682.0
611,2025-04-01,Otros delitos que atentan contra la vida y la integridad corporal,288.0
612,2025-04-01,Rapto,3.0
613,2025-04-01,Secuestro,6.0
614,2025-04-01,Tráfico de menores,0.0
615,2025-04-01,Trata de personas,40.0
616,2015-05-01,Corrupción de menores,125.0
617,2015-05-01,Extorsión,11.0
618,2015-05-01,Feminicidio,1.0
619,2015-05-01,Homicidio culposo,107.0
620,2015-05-01,Homicidio doloso,75.0
621,2015-05-01,Lesiones culposas,694.0
622,2015-05-01,Lesiones dolosas,1076.0
623,2015-05-01,Otros delitos contra la sociedad,7.0
624,2015-05-01,Otros delitos que atentan contra la libertad personal,239.0
625,2015-05-01,Otros delitos que atentan contra la vida y la integridad corporal,41.0
626,2015-05-01,Rapto,25.0
627,2015-05-01,Secuestro,6.0
628,2015-05-01,Tráfico de menores,2.0
629,2015-05-01,Trata de personas,15.0
630,2016-05-01,Corrupción de menores,126.0
631,2016-05-01,Extorsión,4.0
632,2016-05-01,Feminicidio,5.0
633,2016-05-01,Homicidio culposo,177.0
634,2016-05-01,Homicidio doloso,71.0
635,2016-05-01,Lesiones culposas,486.0
636,2016-05-01,Lesiones dolosas,929.0
637,2016-05-01,Otros delitos contra la sociedad,8.0
638,2016-05-01,Otros delitos que atentan contra la libertad personal,281.0
639,2016-05-01,Otros delitos que atentan contra la vida y la integridad corporal,70.0
640,2016-05-01,Rapto,20.0
641,2016-05-01,Secuestro,8.0
642,2016-05-01,Tráfico de menores,7.0
643,2016-05-01,Trata de personas,14.0
644,2017-05-01,Corrupción de menores,160.0
645,2017-05-01,Extorsión,4.0
646,2017-05-01,Feminicidio,5.0
647,2017-05-01,Homicidio culposo,153.0
648,2017-05-01,Homicidio doloso,75.0
649,2017-05-01,Lesiones culposas,258.0
650,2017-05-01,Lesiones dolosas,947.0
651,2017-05-01,Otros delitos contra la sociedad,12.0
652,2017-05-01,Otros delitos que atentan contra la libertad personal,335.0
653,2017-05-01,Otros delitos que atentan contra la vida y la integridad corporal,73.0
654,2017-05-01,Rapto,11.0
655,2017-05-01,Secuestro,13.0
656,2017-05-01,Tráfico de menores,9.0
657,2017-05-01,Trata de personas,11.0
658,2018-05-01,Corrupción de menores,116.0
659,2018-05-01,Extorsión,4.0
660,2018-05-01,Feminicidio,7.0
661,2018-05-01,Homicidio culposo,129.0
662,2018-05-01,Homicidio doloso,87.0
663,2018-05-01,Lesiones culposas,336.0
664,2018-05-01,Lesiones dolosas,966.0
665,2018-05-01,Otros delitos contra la sociedad,43.0
666,2018-05-01,Otros delitos que atentan contra la libertad personal,348.0
667,2018-05-01,Otros delitos que atentan contra la vida y la integridad corporal,120.0
668,2018-05-01,Rapto,8.0
669,2018-05-01,Secuestro,8.0
670,2018-05-01,Tráfico de menores,6.0
671,2018-05-01,Trata de personas,11.0
672,2019-05-01,Corrupción de menores,150.0
673,2019-05-01,Extorsión,19.0
674,2019-05-01,Feminicidio,12.0
675,2019-05-01,Homicidio culposo,135.0
676,2019-05-01,Homicidio doloso,84.0
677,2019-05-01,Lesiones culposas,362.0
678,2019-05-01,Lesiones dolosas,1041.0
679,2019-05-01,Otros delitos contra la sociedad,58.0
680,2019-05-01,Otros delitos que atentan contra la libertad personal,507.0
681,2019-05-01,Otros delitos que atentan contra la vida y la integridad corporal,108.0
682,2019-05-01,Rapto,11.0
683,2019-05-01,Secuestro,24.0
684,2019-05-01,Tráfico de menores,1.0
685,2019-05-01,Trata de personas,11.0
686,2020-05-01,Corrupción de menores,118.0
687,2020-05-01,Extorsión,7.0
688,2020-05-01,Feminicidio,7.0
689,2020-05-01,Homicidio culposo,99.0
690,2020-05-01,Homicidio doloso,108.0
691,2020-05-01,Lesiones culposas,184.0
692,2020-05-01,Lesiones dolosas,584.0
693,2020-05-01,Otros delitos contra la sociedad,15.0
694,2020-05-01,Otros delitos que atentan contra la libertad personal,434.0
695,2020-05-01,Otros delitos que atentan contra la vida y la integridad corporal,101.0
696,2020-05-01,Rapto,6.0
697,2020-05-01,Secuestro,2.0
698,2020-05-01,Tráfico de menores,0.0
699,2020-05-01,Trata de personas,11.0
700,2021-05-01,Corrupción de menores,189.0
701,2021-05-01,Extorsión,19.0
702,2021-05-01,Feminicidio,14.0
703,2021-05-01,Homicidio culposo,116.0
704,2021-05-01,Homicidio doloso,97.0
705,2021-05-01,Lesiones culposas,438.0
706,2021-05-01,Lesiones dolosas,811.0
707,2021-05-01,Otros delitos contra la sociedad,53.0
708,2021-05-01,Otros delitos que atentan contra la libertad personal,581.0
709,2021-05-01,Otros delitos que atentan contra la vida y la integridad corporal,159.0
710,2021-05-01,Rapto,8.0
711,2021-05-01,Secuestro,5.0
712,2021-05-01,Tráfico de menores,2.0
713,2021-05-01,Trata de personas,51.0
714,2022-05-01,Corrupción de menores,213.0
715,2022-05-01,Extorsión,28.0
716,2022-05-01,Feminicidio,12.0
717,2022-05-01,Homicidio culposo,138.0
718,2022-05-01,Homicidio doloso,108.0
719,2022-05-01,Lesiones culposas,607.0
720,2022-05-01,Lesiones dolosas,1052.0
721,2022-05-01,Otros delitos contra la sociedad,26.0
722,2022-05-01,Otros delitos que atentan contra la libertad personal,613.0
723,2022-05-01,Otros delitos que atentan contra la vida y la integridad corporal,230.0
724,2022-05-01,Rapto,5.0
725,2022-05-01,Secuestro,6.0
726,2022-05-01,Tráfico de menores,0.0
727,2022-05-01,Trata de personas,55.0
728,2023-05-01,Corrupción de menores,186.0
729,2023-05-01,Extorsión,26.0
730,2023-05-01,Feminicidio,6.0
731,2023-05-01,Homicidio culposo,127.0
732,2023-05-01,Homicidio doloso,79.0
733,2023-05-01,Lesiones culposas,634.0
734,2023-05-01,Lesiones dolosas,1113.0
735,2023-05-01,Otros delitos contra la sociedad,37.0
736,2023-05-01,Otros delitos que atentan contra la libertad personal,820.0
737,2023-05-01,Otros delitos que atentan contra la vida y la integridad corporal,191.0
738,2023-05-01,Rapto,4.0
739,2023-05-01,Secuestro,2.0
740,2023-05-01,Tráfico de menores,0.0
741,2023-05-01,Trata de personas,45.0
742,2024-05-01,Corrupción de menores,244.0
743,2024-05-01,Extorsión,25.0
744,2024-05-01,Feminicidio,11.0
745,2024-05-01,Homicidio culposo,163.0
746,2024-05-01,Homicidio doloso,90.0
747,2024-05-01,Lesiones culposas,694.0
748,2024-05-01,Lesiones dolosas,1378.0
749,2024-05-01,Otros delitos contra la sociedad,38.0
750,2024-05-01,Otros delitos que atentan contra la libertad personal,783.0
751,2024-05-01,Otros delitos que atentan contra la vida y la integridad corporal,277.0
752,2024-05-01,Rapto,3.0
753,2024-05-01,Secuestro,14.0
754,2024-05-01,Tráfico de menores,1.0
755,2024-05-01,Trata de personas,31.0
756,2025-05-01,Corrupción de menores,256.0
757,2025-05-01,Extorsión,22.0
758,2025-05-01,Feminicidio,2.0
759,2025-05-01,Homicidio culposo,139.0
760,2025-05-01,Homicidio doloso,59.0
761,2025-05-01,Lesiones culposas,688.0
762,2025-05-01,Lesiones dolosas,1328.0
763,2025-05-01,Otros delitos contra la sociedad,28.0
764,2025-05-01,Otros delitos que atentan contra la libertad personal,729.0
765,2025-05-01,Otros delitos que atentan contra la vida y la integridad corporal,314.0
766,2025-05-01,Rapto,3.0
767,2025-05-01,Secuestro,8.0
768,2025-05-01,Tráfico de menores,1.0
769,2025-05-01,Trata de personas,34.0
770,2015-06-01,Corrupción de menores,138.0
771,2015-06-01,Extorsión,9.0
772,2015-06-01,Feminicidio,2.0
773,2015-06-01,Homicidio culposo,117.0
774,2015-06-01,Homicidio doloso,60.0
775,2015-06-01,Lesiones culposas,568.0
776,2015-06-01,Lesiones dolosas,770.0
777,2015-06-01,Otros delitos contra la sociedad,8.0
778,2015-06-01,Otros delitos que atentan contra la libertad personal,205.0
779,2015-06-01,Otros delitos que atentan contra la vida y la integridad corporal,42.0
780,2015-06-01,Rapto,16.0
781,2015-06-01,Secuestro,23.0
782,2015-06-01,Tráfico de menores,7.0
783,2015-06-01,Trata de personas,12.0
784,2016-06-01,Corrupción de menores,105.0
785,2016-06-01,Extorsión,9.0
786,2016-06-01,Feminicidio,7.0
787,2016-06-01,Homicidio culposo,118.0
788,2016-06-01,Homicidio doloso,57.0
789,2016-06-01,Lesiones culposas,386.0
790,2016-06-01,Lesiones dolosas,877.0
791,2016-06-01,Otros delitos contra la sociedad,5.0
792,2016-06-01,Otros delitos que atentan contra la libertad personal,273.0
793,2016-06-01,Otros delitos que atentan contra la vida y la integridad corporal,49.0
794,2016-06-01,Rapto,20.0
795,2016-06-01,Secuestro,12.0
796,2016-06-01,Tráfico de menores,22.0
797,2016-06-01,Trata de personas,12.0
798,2017-06-01,Corrupción de menores,133.0
799,2017-06-01,Extorsión,6.0
800,2017-06-01,Feminicidio,9.0
801,2017-06-01,Homicidio culposo,123.0
802,2017-06-01,Homicidio doloso,99.0
803,2017-06-01,Lesiones culposas,278.0
804,2017-06-01,Lesiones dolosas,1199.0
805,2017-06-01,Otros delitos contra la sociedad,6.0
806,2017-06-01,Otros delitos que atentan contra la libertad personal,351.0
807,2017-06-01,Otros delitos que atentan contra la vida y la integridad corporal,88.0
808,2017-06-01,Rapto,18.0
809,2017-06-01,Secuestro,7.0
810,2017-06-01,Tráfico de menores,16.0
811,2017-06-01,Trata de personas,8.0
812,2018-06-01,Corrupción de menores,138.0
813,2018-06-01,Extorsión,6.0
814,2018-06-01,Feminicidio,5.0
815,2018-06-01,Homicidio culposo,105.0
816,2018-06-01,Homicidio doloso,82.0
817,2018-06-01,Lesiones culposas,352.0
818,2018-06-01,Lesiones dolosas,884.0
819,2018-06-01,Otros delitos contra la sociedad,42.0
820,2018-06-01,Otros delitos que atentan contra la libertad personal,351.0
821,2018-06-01,Otros delitos que atentan contra la vida y la integridad corporal,119.0
822,2018-06-01,Rapto,6.0
823,2018-06-01,Secuestro,11.0
824,2018-06-01,Tráfico de menores,4.0
825,2018-06-01,Trata de personas,15.0
826,2019-06-01,Corrupción de menores,188.0
827,2019-06-01,Extorsión,30.0
828,2019-06-01,Feminicidio,4.0
829,2019-06-01,Homicidio culposo,103.0
830,2019-06-01,Homicidio doloso,81.0
831,2019-06-01,Lesiones culposas,357.0
832,2019-06-01,Lesiones dolosas,1010.0
833,2019-06-01,Otros delitos contra la sociedad,221.0
834,2019-06-01,Otros delitos que atentan contra la libertad personal,524.0
835,2019-06-01,Otros delitos que atentan contra la vida y la integridad corporal,141.0
836,2019-06-01,Rapto,10.0
837,2019-06-01,Secuestro,8.0
838,2019-06-01,Tráfico de menores,0.0
839,2019-06-01,Trata de personas,18.0
840,2020-06-01,Corrupción de menores,116.0
841,2020-06-01,Extorsión,15.0
842,2020-06-01,Feminicidio,8.0
843,2020-06-01,Homicidio culposo,96.0
844,2020-06-01,Homicidio doloso,88.0
845,2020-06-01,Lesiones culposas,257.0
846,2020-06-01,Lesiones dolosas,591.0
847,2020-06-01,Otros delitos contra la sociedad,40.0
848,2020-06-01,Otros delitos que atentan contra la libertad personal,441.0
849,2020-06-01,Otros delitos que atentan contra la vida y la integridad corporal,113.0
850,2020-06-01,Rapto,8.0
851,2020-06-01,Secuestro,8.0
852,2020-06-01,Tráfico de menores,2.0
853,2020-06-01,Trata de personas,43.0
854,2021-06-01,Corrupción de menores,183.0
855,2021-06-01,Extorsión,23.0
856,2021-06-01,Feminicidio,12.0
857,2021-06-01,Homicidio culposo,99.0
858,2021-06-01,Homicidio doloso,63.0
859,2021-06-01,Lesiones culposas,416.0
860,2021-06-01,Lesiones dolosas,803.0
861,2021-06-01,Otros delitos contra la sociedad,17.0
862,2021-06-01,Otros delitos que atentan contra la libertad personal,553.0
863,2021-06-01,Otros delitos que atentan contra la vida y la integridad corporal,140.0
864,2021-06-01,Rapto,14.0
865,2021-06-01,Secuestro,4.0
866,2021-06-01,Tráfico de menores,0.0
867,2021-06-01,Trata de personas,31.0
868,2022-06-01,Corrupción de menores,210.0
869,2022-06-01,Extorsión,28.0
870,2022-06-01,Feminicidio,8.0
871,2022-06-01,Homicidio culposo,117.0
872,2022-06-01,Homicidio doloso,102.0
873,2022-06-01,Lesiones culposas,580.0
874,2022-06-01,Lesiones dolosas,1051.0
875,2022-06-01,Otros delitos contra la sociedad,15.0
876,2022-06-01,Otros delitos que atentan contra la libertad personal,717.0
877,2022-06-01,Otros delitos que atentan contra la vida y la integridad corporal,236.0
878,2022-06-01,Rapto,11.0
879,2022-06-01,Secuestro,0.0
880,2022-06-01,Tráfico de menores,0.0
881,2022-06-01,Trata de personas,49.0
882,2023-06-01,Corrupción de menores,234.0
883,2023-06-01,Extorsión,30.0
884,2023-06-01,Feminicidio,4.0
885,2023-06-01,Homicidio culposo,132.0
886,2023-06-01,Homicidio doloso,78.0
887,2023-06-01,Lesiones culposas,654.0
888,2023-06-01,Lesiones dolosas,1247.0
889,2023-06-01,Otros delitos contra la sociedad,51.0
890,2023-06-01,Otros delitos que atentan contra la libertad personal,863.0
891,2023-06-01,Otros delitos que atentan contra la vida y la integridad corporal,311.0
892,2023-06-01,Rapto,6.0
893,2023-06-01,Secuestro,1.0
894,2023-06-01,Tráfico de menores,0.0
895,2023-06-01,Trata de personas,51.0
896,2024-06-01,Corrupción de menores,198.0
897,2024-06-01,Extorsión,30.0
898,2024-06-01,Feminicidio,4.0
899,2024-06-01,Homicidio culposo,148.0
900,2024-06-01,Homicidio doloso,98.0
901,2024-06-01,Lesiones culposas,658.0
902,2024-06-01,Lesiones dolosas,1201.0
903,2024-06-01,Otros delitos contra la sociedad,29.0
904,2024-06-01,Otros delitos que atentan contra la libertad personal,659.0
905,2024-06-01,Otros delitos que atentan contra la vida y la integridad corporal,237.0
906,2024-06-01,Rapto,5.0
907,2024-06-01,Secuestro,11.0
908,2024-06-01,Tráfico de menores,0.0
909,2024-06-01,Trata de personas,36.0
910,2025-06-01,Corrupción de menores,238.0
911,2025-06-01,Extorsión,18.0
912,2025-06-01,Feminicidio,2.0
913,2025-06-01,Homicidio culposo,119.0
914,2025-06-01,Homicidio doloso,54.0
915,2025-06-01,Lesiones culposas,641.0
916,2025-06-01,Lesiones dolosas,1317.0
917,2025-06-01,Otros delitos contra la sociedad,32.0
918,2025-06-01,Otros delitos que atentan contra la libertad personal,736.0
919,2025-06-01,Otros delitos que atentan contra la vida y la integridad corporal,237.0
920,2025-06-01,Rapto,7.0
921,2025-06-01,Secuestro,3.0
922,2025-06-01,Tráfico de menores,1.0
923,2025-06-01,Trata de personas,21.0
924,2015-07-01,Corrupción de menores,103.0
925,2015-07-01,Extorsión,11.0
926,2015-07-01,Feminicidio,6.0
927,2015-07-01,Homicidio culposo,131.0
928,2015-07-01,Homicidio doloso,69.0
929,2015-07-01,Lesiones culposas,571.0
930,2015-07-01,Lesiones dolosas,875.0
931,2015-07-01,Otros delitos contra la sociedad,7.0
932,2015-07-01,Otros delitos que atentan contra la libertad personal,282.0
933,2015-07-01,Otros delitos que atentan contra la vida y la integridad corporal,23.0
934,2015-07-01,Rapto,21.0
935,2015-07-01,Secuestro,16.0
936,2015-07-01,Tráfico de menores,5.0
937,2015-07-01,Trata de personas,13.0
938,2016-07-01,Corrupción de menores,83.0
939,2016-07-01,Extorsión,22.0
940,2016-07-01,Feminicidio,4.0
941,2016-07-01,Homicidio culposo,146.0
942,2016-07-01,Homicidio doloso,71.0
943,2016-07-01,Lesiones culposas,257.0
944,2016-07-01,Lesiones dolosas,645.0
945,2016-07-01,Otros delitos contra la sociedad,2.0
946,2016-07-01,Otros delitos que atentan contra la libertad personal,242.0
947,2016-07-01,Otros delitos que atentan contra la vida y la integridad corporal,60.0
948,2016-07-01,Rapto,14.0
949,2016-07-01,Secuestro,10.0
950,2016-07-01,Tráfico de menores,9.0
951,2016-07-01,Trata de personas,6.0
952,2017-07-01,Corrupción de menores,149.0
953,2017-07-01,Extorsión,39.0
954,2017-07-01,Feminicidio,5.0
955,2017-07-01,Homicidio culposo,181.0
956,2017-07-01,Homicidio doloso,95.0
957,2017-07-01,Lesiones culposas,274.0
958,2017-07-01,Lesiones dolosas,874.0
959,2017-07-01,Otros delitos contra la sociedad,9.0
960,2017-07-01,Otros delitos que atentan contra la libertad personal,397.0
961,2017-07-01,Otros delitos que atentan contra la vida y la integridad corporal,86.0
962,2017-07-01,Rapto,15.0
963,2017-07-01,Secuestro,6.0
964,2017-07-01,Tráfico de menores,11.0
965,2017-07-01,Trata de personas,16.0
966,2018-07-01,Corrupción de menores,124.0
967,2018-07-01,Extorsión,10.0
968,2018-07-01,Feminicidio,12.0
969,2018-07-01,Homicidio culposo,141.0
970,2018-07-01,Homicidio doloso,118.0
971,2018-07-01,Lesiones culposas,329.0
972,2018-07-01,Lesiones dolosas,757.0
973,2018-07-01,Otros delitos contra la sociedad,35.0
974,2018-07-01,Otros delitos que atentan contra la libertad personal,384.0
975,2018-07-01,Otros delitos que atentan contra la vida y la integridad corporal,99.0
976,2018-07-01,Rapto,7.0
977,2018-07-01,Secuestro,14.0
978,2018-07-01,Tráfico de menores,1.0
979,2018-07-01,Trata de personas,21.0
980,2019-07-01,Corrupción de menores,144.0
981,2019-07-01,Extorsión,20.0
982,2019-07-01,Feminicidio,6.0
983,2019-07-01,Homicidio culposo,128.0
984,2019-07-01,Homicidio doloso,78.0
985,2019-07-01,Lesiones culposas,361.0
986,2019-07-01,Lesiones dolosas,1073.0
987,2019-07-01,Otros delitos contra la sociedad,21.0
988,2019-07-01,Otros delitos que atentan contra la libertad personal,392.0
989,2019-07-01,Otros delitos que atentan contra la vida y la integridad corporal,160.0
990,2019-07-01,Rapto,7.0
991,2019-07-01,Secuestro,14.0
992,2019-07-01,Tráfico de menores,3.0
993,2019-07-01,Trata de personas,11.0
994,2020-07-01,Corrupción de menores,116.0
995,2020-07-01,Extorsión,7.0
996,2020-07-01,Feminicidio,10.0
997,2020-07-01,Homicidio culposo,110.0
998,2020-07-01,Homicidio doloso,115.0
999,2020-07-01,Lesiones culposas,270.0
1000,2020-07-01,Lesiones dolosas,691.0
1001,2020-07-01,Otros delitos contra la sociedad,54.0
1002,2020-07-01,Otros delitos que atentan contra la libertad personal,461.0
1003,2020-07-01,Otros delitos que atentan contra la vida y la integridad corporal,126.0
1004,2020-07-01,Rapto,12.0
1005,2020-07-01,Secuestro,9.0
1006,2020-07-01,Tráfico de menores,0.0
1007,2020-07-01,Trata de personas,24.0
1008,2021-07-01,Corrupción de menores,179.0
1009,2021-07-01,Extorsión,29.0
1010,2021-07-01,Feminicidio,7.0
1011,2021-07-01,Homicidio culposo,115.0
1012,2021-07-01,Homicidio doloso,98.0
1013,2021-07-01,Lesiones culposas,430.0
1014,2021-07-01,Lesiones dolosas,679.0
1015,2021-07-01,Otros delitos contra la sociedad,52.0
1016,2021-07-01,Otros delitos que atentan contra la libertad personal,556.0
1017,2021-07-01,Otros delitos que atentan contra la vida y la integridad corporal,162.0
1018,2021-07-01,Rapto,7.0
1019,2021-07-01,Secuestro,7.0
1020,2021-07-01,Tráfico de menores,2.0
1021,2021-07-01,Trata de personas,27.0
1022,2022-07-01,Corrupción de menores,219.0
1023,2022-07-01,Extorsión,25.0
1024,2022-07-01,Feminicidio,3.0
1025,2022-07-01,Homicidio culposo,129.0
1026,2022-07-01,Homicidio doloso,88.0
1027,2022-07-01,Lesiones culposas,525.0
1028,2022-07-01,Lesiones dolosas,844.0
1029,2022-07-01,Otros delitos contra la sociedad,12.0
1030,2022-07-01,Otros delitos que atentan contra la libertad personal,656.0
1031,2022-07-01,Otros delitos que atentan contra la vida y la integridad corporal,179.0
1032,2022-07-01,Rapto,2.0
1033,2022-07-01,Secuestro,2.0
1034,2022-07-01,Tráfico de menores,0.0
1035,2022-07-01,Trata de personas,45.0
1036,2023-07-01,Corrupción de menores,193.0
1037,2023-07-01,Extorsión,12.0
1038,2023-07-01,Feminicidio,3.0
1039,2023-07-01,Homicidio culposo,115.0
1040,2023-07-01,Homicidio doloso,76.0
1041,2023-07-01,Lesiones culposas,683.0
1042,2023-07-01,Lesiones dolosas,882.0
1043,2023-07-01,Otros delitos contra la sociedad,33.0
1044,2023-07-01,Otros delitos que atentan contra la libertad personal,764.0
1045,2023-07-01,Otros delitos que atentan contra la vida y la integridad corporal,229.0
1046,2023-07-01,Rapto,4.0
1047,2023-07-01,Secuestro,10.0
1048,2023-07-01,Tráfico de menores,1.0
1049,2023-07-01,Trata de personas,25.0
1050,2024-07-01,Corrupción de menores,227.0
1051,2024-07-01,Extorsión,30.0
1052,2024-07-01,Feminicidio,5.0
1053,2024-07-01,Homicidio culposo,105.0
1054,2024-07-01,Homicidio doloso,66.0
1055,2024-07-01,Lesiones culposas,593.0
1056,2024-07-01,Lesiones dolosas,883.0
1057,2024-07-01,Otros delitos contra la sociedad,14.0
1058,2024-07-01,Otros delitos que atentan contra la libertad personal,732.0
1059,2024-07-01,Otros delitos que atentan contra la vida y la integridad corporal,267.0
1060,2024-07-01,Rapto,7.0
1061,2024-07-01,Secuestro,11.0
1062,2024-07-01,Tráfico de menores,0.0
1063,2024-07-01,Trata de personas,42.0
1064,2025-07-01,Corrupción de menores,227.0
1065,2025-07-01,Extorsión,26.0
1066,2025-07-01,Feminicidio,9.0
1067,2025-07-01,Homicidio culposo,109.0
1068,2025-07-01,Homicidio doloso,70.0
1069,2025-07-01,Lesiones culposas,585.0
1070,2025-07-01,Lesiones dolosas,1054.0
1071,2025-07-01,Otros delitos contra la sociedad,25.0
1072,2025-07-01,Otros delitos que atentan contra la libertad personal,764.0
1073,2025-07-01,Otros delitos que atentan contra la vida y la integridad corporal,236.0
1074,2025-07-01,Rapto,1.0
1075,2025-07-01,Secuestro,4.0
1076,2025-07-01,Tráfico de menores,1.0
1077,2025-07-01,Trata de personas,19.0
1078,2015-08-01,Corrupción de menores,87.0
1079,2015-08-01,Extorsión,12.0
1080,2015-08-01,Feminicidio,4.0
1081,2015-08-01,Homicidio culposo,128.0
1082,2015-08-01,Homicidio doloso,76.0
1083,2015-08-01,Lesiones culposas,559.0
1084,2015-08-01,Lesiones dolosas,729.0
1085,2015-08-01,Otros delitos contra la sociedad,6.0
1086,2015-08-01,Otros delitos que atentan contra la libertad personal,257.0
1087,2015-08-01,Otros delitos que atentan contra la vida y la integridad corporal,35.0
1088,2015-08-01,Rapto,21.0
1089,2015-08-01,Secuestro,5.0
1090,2015-08-01,Tráfico de menores,5.0
1091,2015-08-01,Trata de personas,84.0
1092,2016-08-01,Corrupción de menores,105.0
1093,2016-08-01,Extorsión,8.0
1094,2016-08-01,Feminicidio,2.0
1095,2016-08-01,Homicidio culposo,225.0
1096,2016-08-01,Homicidio doloso,83.0
1097,2016-08-01,Lesiones culposas,220.0
1098,2016-08-01,Lesiones dolosas,564.0
1099,2016-08-01,Otros delitos contra la sociedad,4.0
1100,2016-08-01,Otros delitos que atentan contra la libertad personal,233.0
1101,2016-08-01,Otros delitos que atentan contra la vida y la integridad corporal,46.0
1102,2016-08-01,Rapto,21.0
1103,2016-08-01,Secuestro,15.0
1104,2016-08-01,Tráfico de menores,7.0
1105,2016-08-01,Trata de personas,9.0
1106,2017-08-01,Corrupción de menores,108.0
1107,2017-08-01,Extorsión,7.0
1108,2017-08-01,Feminicidio,4.0
1109,2017-08-01,Homicidio culposo,191.0
1110,2017-08-01,Homicidio doloso,99.0
1111,2017-08-01,Lesiones culposas,288.0
1112,2017-08-01,Lesiones dolosas,995.0
1113,2017-08-01,Otros delitos contra la sociedad,6.0
1114,2017-08-01,Otros delitos que atentan contra la libertad personal,348.0
1115,2017-08-01,Otros delitos que atentan contra la vida y la integridad corporal,89.0
1116,2017-08-01,Rapto,15.0
1117,2017-08-01,Secuestro,29.0
1118,2017-08-01,Tráfico de menores,24.0
1119,2017-08-01,Trata de personas,10.0
1120,2018-08-01,Corrupción de menores,144.0
1121,2018-08-01,Extorsión,6.0
1122,2018-08-01,Feminicidio,6.0
1123,2018-08-01,Homicidio culposo,137.0
1124,2018-08-01,Homicidio doloso,108.0
1125,2018-08-01,Lesiones culposas,278.0
1126,2018-08-01,Lesiones dolosas,872.0
1127,2018-08-01,Otros delitos contra la sociedad,55.0
1128,2018-08-01,Otros delitos que atentan contra la libertad personal,506.0
1129,2018-08-01,Otros delitos que atentan contra la vida y la integridad corporal,117.0
1130,2018-08-01,Rapto,12.0
1131,2018-08-01,Secuestro,20.0
1132,2018-08-01,Tráfico de menores,0.0
1133,2018-08-01,Trata de personas,6.0
1134,2019-08-01,Corrupción de menores,158.0
1135,2019-08-01,Extorsión,40.0
1136,2019-08-01,Feminicidio,8.0
1137,2019-08-01,Homicidio culposo,121.0
1138,2019-08-01,Homicidio doloso,85.0
1139,2019-08-01,Lesiones culposas,342.0
1140,2019-08-01,Lesiones dolosas,967.0
1141,2019-08-01,Otros delitos contra la sociedad,72.0
1142,2019-08-01,Otros delitos que atentan contra la libertad personal,633.0
1143,2019-08-01,Otros delitos que atentan contra la vida y la integridad corporal,190.0
1144,2019-08-01,Rapto,8.0
1145,2019-08-01,Secuestro,7.0
1146,2019-08-01,Tráfico de menores,2.0
1147,2019-08-01,Trata de personas,26.0
1148,2020-08-01,Corrupción de menores,148.0
1149,2020-08-01,Extorsión,14.0
1150,2020-08-01,Feminicidio,5.0
1151,2020-08-01,Homicidio culposo,110.0
1152,2020-08-01,Homicidio doloso,76.0
1153,2020-08-01,Lesiones culposas,296.0
1154,2020-08-01,Lesiones dolosas,702.0
1155,2020-08-01,Otros delitos contra la sociedad,78.0
1156,2020-08-01,Otros delitos que atentan contra la libertad personal,526.0
1157,2020-08-01,Otros delitos que atentan contra la vida y la integridad corporal,158.0
1158,2020-08-01,Rapto,10.0
1159,2020-08-01,Secuestro,7.0
1160,2020-08-01,Tráfico de menores,3.0
1161,2020-08-01,Trata de personas,24.0
1162,2021-08-01,Corrupción de menores,169.0
1163,2021-08-01,Extorsión,29.0
1164,2021-08-01,Feminicidio,10.0
1165,2021-08-01,Homicidio culposo,96.0
1166,2021-08-01,Homicidio doloso,83.0
1167,2021-08-01,Lesiones culposas,414.0
1168,2021-08-01,Lesiones dolosas,663.0
1169,2021-08-01,Otros delitos contra la sociedad,14.0
1170,2021-08-01,Otros delitos que atentan contra la libertad personal,605.0
1171,2021-08-01,Otros delitos que atentan contra la vida y la integridad corporal,220.0
1172,2021-08-01,Rapto,9.0
1173,2021-08-01,Secuestro,6.0
1174,2021-08-01,Tráfico de menores,0.0
1175,2021-08-01,Trata de personas,33.0
1176,2022-08-01,Corrupción de menores,190.0
1177,2022-08-01,Extorsión,36.0
1178,2022-08-01,Feminicidio,11.0
1179,2022-08-01,Homicidio culposo,118.0
1180,2022-08-01,Homicidio doloso,88.0
1181,2022-08-01,Lesiones culposas,544.0
1182,2022-08-01,Lesiones dolosas,849.0
1183,2022-08-01,Otros delitos contra la sociedad,12.0
1184,2022-08-01,Otros delitos que atentan contra la libertad personal,759.0
1185,2022-08-01,Otros delitos que atentan contra la vida y la integridad corporal,206.0
1186,2022-08-01,Rapto,5.0
1187,2022-08-01,Secuestro,2.0
1188,2022-08-01,Tráfico de menores,0.0
1189,2022-08-01,Trata de personas,58.0
1190,2023-08-01,Corrupción de menores,197.0
1191,2023-08-01,Extorsión,24.0
1192,2023-08-01,Feminicidio,5.0
1193,2023-08-01,Homicidio culposo,125.0
